,Unnamed: 0,Unnamed: 0.1,date,hour,energy_kWh,day,weekend,holiday,dst,temperature,humidity,pressure,weather,dayofweek,dayofmonth,days_from_start,hours_from_start,building_id,facing,housetype,RUs
1944,1944,1944,2018/1/21,0,0.36,Sunday,1,,,8.2,75,100.8,,0,21,81,1944,Residential_10,south,special,0
1945,1945,1945,2018/1/21,1,0.35,Sunday,1,,,8.6,72,100.77,Cloudy,0,21,81,1945,Residential_10,south,special,0
1946,1946,1946,2018/1/21,2,0.27,Sunday,1,,,8.8,71,100.67,,0,21,81,1946,Residential_10,south,special,0
1947,1947,1947,2018/1/21,3,0.23,Sunday,1,,,8.8,72,100.59,,0,21,81,1947,Residential_10,south,special,0
1948,1948,1948,2018/1/21,4,0.22,Sunday,1,,,8.7,72,100.48,Cloudy,0,21,81,1948,Residential_10,south,special,0
1949,1949,1949,2018/1/21,5,0.23,Sunday,1,,,8.9,71,100.37,,0,21,81,1949,Residential_10,south,special,0
1950,1950,1950,2018/1/21,6,0.22,Sunday,1,,,9.2,69,100.28,,0,21,81,1950,Residential_10,south,special,0
1951,1951,1951,2018/1/21,7,0.32,Sunday,1,,,9.5,67,100.2,Cloudy,0,21,81,1951,Residential_10,south,special,0
1952,1952,1952,2018/1/21,8,0.29,Sunday,1,,,8.5,74,100.14,,0,21,81,1952,Residential_10,south,special,0
1953,1953,1953,2018/1/21,9,1.18,Sunday,1,,,8.1,81,100.16,Rain,0,21,81,1953,Residential_10,south,special,0
1954,1954,1954,2018/1/21,10,0.57,Sunday,1,,,8.3,81,100.3,Rain,0,21,81,1954,Residential_10,south,special,0
1955,1955,1955,2018/1/21,11,0.44,Sunday,1,,,8.0,86,100.41,Rain,0,21,81,1955,Residential_10,south,special,0
1956,1956,1956,2018/1/21,12,0.6,Sunday,1,,,9.0,80,100.49,,0,21,81,1956,Residential_10,south,special,0
1957,1957,1957,2018/1/21,13,0.63,Sunday,1,,,9.6,75,100.58,Mostly Cloudy,0,21,81,1957,Residential_10,south,special,0
1958,1958,1958,2018/1/21,14,0.35,Sunday,1,,,9.0,74,100.68,Rain Showers,0,21,81,1958,Residential_10,south,special,0
1959,1959,1959,2018/1/21,15,0.61,Sunday,1,,,7.7,76,100.73,,0,21,81,1959,Residential_10,south,special,0
1960,1960,1960,2018/1/21,16,0.41,Sunday,1,,,7.7,74,100.83,Rain Showers,0,21,81,1960,Residential_10,south,special,0
1961,1961,1961,2018/1/21,17,0.81,Sunday,1,,,6.5,82,100.91,,0,21,81,1961,Residential_10,south,special,0
1962,1962,1962,2018/1/21,18,1.15,Sunday,1,,,6.3,81,100.99,,0,21,81,1962,Residential_10,south,special,0
1963,1963,1963,2018/1/21,19,1.01,Sunday,1,,,5.8,82,101.09,Mostly Cloudy,0,21,81,1963,Residential_10,south,special,0
1964,1964,1964,2018/1/21,20,0.83,Sunday,1,,,6.3,80,101.16,,0,21,81,1964,Residential_10,south,special,0
1965,1965,1965,2018/1/21,21,0.62,Sunday,1,,,6.3,83,101.22,,0,21,81,1965,Residential_10,south,special,0
1966,1966,1966,2018/1/21,22,0.37,Sunday,1,,,5.9,86,101.33,Rain,0,21,81,1966,Residential_10,south,special,0
1967,1967,1967,2018/1/21,23,0.44,Sunday,1,,,6.0,89,101.38,Rain,0,21,81,1967,Residential_10,south,special,0
1968,1968,1968,2018/1/22,0,0.42,Monday,0,,,5.7,89,101.4,,1,22,82,1968,Residential_10,south,special,0
1969,1969,1969,2018/1/22,1,0.34,Monday,0,,,6.2,85,101.48,Cloudy,1,22,82,1969,Residential_10,south,special,0
1970,1970,1970,2018/1/22,2,0.25,Monday,0,,,6.5,85,101.51,,1,22,82,1970,Residential_10,south,special,0
1971,1971,1971,2018/1/22,3,0.24,Monday,0,,,6.3,85,101.56,,1,22,82,1971,Residential_10,south,special,0
1972,1972,1972,2018/1/22,4,0.23,Monday,0,,,5.9,91,101.62,Rain,1,22,82,1972,Residential_10,south,special,0
1973,1973,1973,2018/1/22,5,0.24,Monday,0,,,5.3,92,101.65,Rain,1,22,82,1973,Residential_10,south,special,0
1974,1974,1974,2018/1/22,6,0.23,Monday,0,,,5.5,91,101.7,Rain,1,22,82,1974,Residential_10,south,special,0
1975,1975,1975,2018/1/22,7,0.65,Monday,0,,,5.8,88,101.76,Cloudy,1,22,82,1975,Residential_10,south,special,0
1976,1976,1976,2018/1/22,8,0.21,Monday,0,,,5.2,88,101.83,,1,22,82,1976,Residential_10,south,special,0
1977,1977,1977,2018/1/22,9,0.21,Monday,0,,,5.8,87,101.95,,1,22,82,1977,Residential_10,south,special,0
1978,1978,1978,2018/1/22,10,0.33,Monday,0,,,6.3,85,102.02,Rain Showers,1,22,82,1978,Residential_10,south,special,0
1979,1979,1979,2018/1/22,11,0.24,Monday,0,,,7.0,81,102.11,,1,22,82,1979,Residential_10,south,special,0
1980,1980,1980,2018/1/22,12,0.36,Monday,0,,,7.8,81,102.18,,1,22,82,1980,Residential_10,south,special,0
1981,1981,1981,2018/1/22,13,0.44,Monday,0,,,8.2,75,102.25,Mostly Cloudy,1,22,82,1981,Residential_10,south,special,0
1982,1982,1982,2018/1/22,14,0.9,Monday,0,,,8.1,74,102.29,,1,22,82,1982,Residential_10,south,special,0
1983,1983,1983,2018/1/22,15,0.61,Monday,0,,,7.9,75,102.34,,1,22,82,1983,Residential_10,south,special,0
1984,1984,1984,2018/1/22,16,0.44,Monday,0,,,6.8,80,102.36,Cloudy,1,22,82,1984,Residential_10,south,special,0
1985,1985,1985,2018/1/22,17,2.02,Monday,0,,,5.4,82,102.4,,1,22,82,1985,Residential_10,south,special,0
1986,1986,1986,2018/1/22,18,1.71,Monday,0,,,5.2,86,102.39,,1,22,82,1986,Residential_10,south,special,0
1987,1987,1987,2018/1/22,19,1.34,Monday,0,,,4.2,88,102.39,Mostly Cloudy,1,22,82,1987,Residential_10,south,special,0
1988,1988,1988,2018/1/22,20,1.3,Monday,0,,,5.2,84,102.41,,1,22,82,1988,Residential_10,south,special,0
1989,1989,1989,2018/1/22,21,1.14,Monday,0,,,5.7,87,102.39,Rain,1,22,82,1989,Residential_10,south,special,0
1990,1990,1990,2018/1/22,22,0.67,Monday,0,,,5.5,89,102.36,Cloudy,1,22,82,1990,Residential_10,south,special,0
1991,1991,1991,2018/1/22,23,0.49,Monday,0,,,5.8,87,102.36,,1,22,82,1991,Residential_10,south,special,0
1992,1992,1992,2018/1/23,0,0.41,Tuesday,0,,,5.5,88,102.35,,2,23,83,1992,Residential_10,south,special,0
1993,1993,1993,2018/1/23,1,0.29,Tuesday,0,,,5.3,88,102.28,Cloudy,2,23,83,1993,Residential_10,south,special,0
1994,1994,1994,2018/1/23,2,0.28,Tuesday,0,,,5.6,84,102.22,,2,23,83,1994,Residential_10,south,special,0
1995,1995,1995,2018/1/23,3,0.24,Tuesday,0,,,6.0,76,102.08,,2,23,83,1995,Residential_10,south,special,0
1996,1996,1996,2018/1/23,4,0.25,Tuesday,0,,,5.9,75,101.94,Cloudy,2,23,83,1996,Residential_10,south,special,0
1997,1997,1997,2018/1/23,5,0.23,Tuesday,0,,,6.5,69,101.78,,2,23,83,1997,Residential_10,south,special,0
1998,1998,1998,2018/1/23,6,0.24,Tuesday,0,,,5.6,79,101.6,Rain,2,23,83,1998,Residential_10,south,special,0
1999,1999,1999,2018/1/23,7,0.47,Tuesday,0,,,5.3,81,101.43,Rain,2,23,83,1999,Residential_10,south,special,0
2000,2000,2000,2018/1/23,8,0.22,Tuesday,0,,,6.0,76,101.36,Rain,2,23,83,2000,Residential_10,south,special,0
2001,2001,2001,2018/1/23,9,0.21,Tuesday,0,,,5.1,86,101.39,Rain,2,23,83,2001,Residential_10,south,special,0
2002,2002,2002,2018/1/23,10,0.8,Tuesday,0,,,4.3,91,101.28,Moderate Rain,2,23,83,2002,Residential_10,south,special,0
2003,2003,2003,2018/1/23,11,0.88,Tuesday,0,,,4.4,92,101.11,Rain,2,23,83,2003,Residential_10,south,special,0
2004,2004,2004,2018/1/23,12,0.33,Tuesday,0,,,4.5,94,101.14,Rain,2,23,83,2004,Residential_10,south,special,0
2005,2005,2005,2018/1/23,13,0.23,Tuesday,0,,,5.0,92,100.97,Rain,2,23,83,2005,Residential_10,south,special,0
2006,2006,2006,2018/1/23,14,0.21,Tuesday,0,,,5.7,87,100.9,,2,23,83,2006,Residential_10,south,special,0
2007,2007,2007,2018/1/23,15,0.64,Tuesday,0,,,5.8,90,100.88,Rain,2,23,83,2007,Residential_10,south,special,0
2008,2008,2008,2018/1/23,16,3.65,Tuesday,0,,,6.0,89,100.84,Cloudy,2,23,83,2008,Residential_10,south,special,0
2009,2009,2009,2018/1/23,17,1.24,Tuesday,0,,,6.3,86,100.8,,2,23,83,2009,Residential_10,south,special,0
2010,2010,2010,2018/1/23,18,1.45,Tuesday,0,,,6.3,86,100.74,,2,23,83,2010,Residential_10,south,special,0
2011,2011,2011,2018/1/23,19,1.14,Tuesday,0,,,6.1,90,100.7,Cloudy,2,23,83,2011,Residential_10,south,special,0
2012,2012,2012,2018/1/23,20,1.01,Tuesday,0,,,5.9,92,100.55,Rain,2,23,83,2012,Residential_10,south,special,0
2013,2013,2013,2018/1/23,21,0.73,Tuesday,0,,,5.4,94,100.51,Rain,2,23,83,2013,Residential_10,south,special,0
2014,2014,2014,2018/1/23,22,0.4,Tuesday,0,,,5.4,94,100.52,Rain,2,23,83,2014,Residential_10,south,special,0
2015,2015,2015,2018/1/23,23,0.41,Tuesday,0,,,5.5,95,100.4,Moderate Rain,2,23,83,2015,Residential_10,south,special,0
2016,2016,2016,2018/1/24,0,0.3,Wednesday,0,,,6.0,93,100.39,Heavy Rain,3,24,84,2016,Residential_10,south,special,0
2017,2017,2017,2018/1/24,1,0.28,Wednesday,0,,,5.8,94,100.37,Rain,3,24,84,2017,Residential_10,south,special,0
2018,2018,2018,2018/1/24,2,0.24,Wednesday,0,,,6.3,90,100.38,Rain,3,24,84,2018,Residential_10,south,special,0
2019,2019,2019,2018/1/24,3,0.24,Wednesday,0,,,6.2,90,100.42,,3,24,84,2019,Residential_10,south,special,0
2020,2020,2020,2018/1/24,4,0.24,Wednesday,0,,,6.7,90,100.39,Mostly Cloudy,3,24,84,2020,Residential_10,south,special,0
2021,2021,2021,2018/1/24,5,0.24,Wednesday,0,,,6.9,94,100.38,Rain,3,24,84,2021,Residential_10,south,special,0
2022,2022,2022,2018/1/24,6,0.23,Wednesday,0,,,6.0,96,100.35,,3,24,84,2022,Residential_10,south,special,0
2023,2023,2023,2018/1/24,7,0.47,Wednesday,0,,,6.2,94,100.39,Cloudy,3,24,84,2023,Residential_10,south,special,0
2024,2024,2024,2018/1/24,8,0.65,Wednesday,0,,,6.7,94,100.41,,3,24,84,2024,Residential_10,south,special,0
2025,2025,2025,2018/1/24,9,0.21,Wednesday,0,,,7.5,94,100.41,Rain,3,24,84,2025,Residential_10,south,special,0
2026,2026,2026,2018/1/24,10,0.21,Wednesday,0,,,7.6,96,100.39,Rain,3,24,84,2026,Residential_10,south,special,0
2027,2027,2027,2018/1/24,11,0.2,Wednesday,0,,,8.4,89,100.36,,3,24,84,2027,Residential_10,south,special,0
2028,2028,2028,2018/1/24,12,0.37,Wednesday,0,,,8.8,88,100.27,,3,24,84,2028,Residential_10,south,special,0
2029,2029,2029,2018/1/24,13,0.26,Wednesday,0,,,8.7,88,100.23,Cloudy,3,24,84,2029,Residential_10,south,special,0
2030,2030,2030,2018/1/24,14,0.87,Wednesday,0,,,8.4,87,100.15,,3,24,84,2030,Residential_10,south,special,0
2031,2031,2031,2018/1/24,15,0.72,Wednesday,0,,,7.4,95,100.08,Rain,3,24,84,2031,Residential_10,south,special,0
2032,2032,2032,2018/1/24,16,0.71,Wednesday,0,,,7.4,92,100.05,Rain,3,24,84,2032,Residential_10,south,special,0
2033,2033,2033,2018/1/24,17,0.88,Wednesday,0,,,7.4,90,100.0,,3,24,84,2033,Residential_10,south,special,0
2034,2034,2034,2018/1/24,18,1.04,Wednesday,0,,,7.2,91,99.91,Rain,3,24,84,2034,Residential_10,south,special,0
2035,2035,2035,2018/1/24,19,1.37,Wednesday,0,,,6.8,94,99.89,Rain,3,24,84,2035,Residential_10,south,special,0
2036,2036,2036,2018/1/24,20,1.6,Wednesday,0,,,6.8,91,99.9,Rain,3,24,84,2036,Residential_10,south,special,0
2037,2037,2037,2018/1/24,21,0.59,Wednesday,0,,,7.0,93,99.99,,3,24,84,2037,Residential_10,south,special,0
2038,2038,2038,2018/1/24,22,0.33,Wednesday,0,,,6.8,86,100.08,Mostly Cloudy,3,24,84,2038,Residential_10,south,special,0
2039,2039,2039,2018/1/24,23,0.33,Wednesday,0,,,5.8,79,100.2,,3,24,84,2039,Residential_10,south,special,0
2040,2040,2040,2018/1/25,0,0.28,Thursday,0,,,5.4,82,100.25,,4,25,85,2040,Residential_10,south,special,0
2041,2041,2041,2018/1/25,1,0.27,Thursday,0,,,5.8,75,100.28,Mostly Cloudy,4,25,85,2041,Residential_10,south,special,0
2042,2042,2042,2018/1/25,2,0.23,Thursday,0,,,5.6,73,100.31,,4,25,85,2042,Residential_10,south,special,0
2043,2043,2043,2018/1/25,3,0.24,Thursday,0,,,2.1,90,100.36,,4,25,85,2043,Residential_10,south,special,0
2044,2044,2044,2018/1/25,4,0.23,Thursday,0,,,3.5,87,100.41,Mainly Clear,4,25,85,2044,Residential_10,south,special,0
2045,2045,2045,2018/1/25,5,0.24,Thursday,0,,,4.5,91,100.38,,4,25,85,2045,Residential_10,south,special,0
2046,2046,2046,2018/1/25,6,0.23,Thursday,0,,,4.3,90,100.36,,4,25,85,2046,Residential_10,south,special,0
2047,2047,2047,2018/1/25,7,0.51,Thursday,0,,,4.2,88,100.35,Cloudy,4,25,85,2047,Residential_10,south,special,0
2048,2048,2048,2018/1/25,8,0.33,Thursday,0,,,4.4,84,100.33,,4,25,85,2048,Residential_10,south,special,0
2049,2049,2049,2018/1/25,9,0.21,Thursday,0,,,5.2,79,100.33,,4,25,85,2049,Residential_10,south,special,0
2050,2050,2050,2018/1/25,10,0.24,Thursday,0,,,6.0,73,100.35,Cloudy,4,25,85,2050,Residential_10,south,special,0
2051,2051,2051,2018/1/25,11,0.21,Thursday,0,,,5.0,83,100.45,Rain,4,25,85,2051,Residential_10,south,special,0
2052,2052,2052,2018/1/25,12,0.31,Thursday,0,,,4.0,88,100.46,Rain,4,25,85,2052,Residential_10,south,special,0
2053,2053,2053,2018/1/25,13,0.77,Thursday,0,,,3.4,92,100.48,Rain,4,25,85,2053,Residential_10,south,special,0
2054,2054,2054,2018/1/25,14,1.0,Thursday,0,,,2.9,94,100.52,Rain,4,25,85,2054,Residential_10,south,special,0
2055,2055,2055,2018/1/25,15,0.21,Thursday,0,,,3.0,94,100.58,Rain,4,25,85,2055,Residential_10,south,special,0
2056,2056,2056,2018/1/25,16,0.2,Thursday,0,,,3.5,95,100.65,Rain,4,25,85,2056,Residential_10,south,special,0
2057,2057,2057,2018/1/25,17,0.21,Thursday,0,,,3.0,96,100.71,,4,25,85,2057,Residential_10,south,special,0
2058,2058,2058,2018/1/25,18,0.2,Thursday,0,,,2.8,95,100.77,,4,25,85,2058,Residential_10,south,special,0
2059,2059,2059,2018/1/25,19,0.42,Thursday,0,,,3.3,96,100.81,Cloudy,4,25,85,2059,Residential_10,south,special,0
2060,2060,2060,2018/1/25,20,1.44,Thursday,0,,,3.6,94,100.86,,4,25,85,2060,Residential_10,south,special,0
2061,2061,2061,2018/1/25,21,0.96,Thursday,0,,,3.8,94,100.9,Rain,4,25,85,2061,Residential_10,south,special,0
2062,2062,2062,2018/1/25,22,0.55,Thursday,0,,,3.7,91,100.97,Rain,4,25,85,2062,Residential_10,south,special,0
2063,2063,2063,2018/1/25,23,0.42,Thursday,0,,,3.5,92,101.01,,4,25,85,2063,Residential_10,south,special,0
2064,2064,2064,2018/1/26,0,0.42,Friday,0,,,3.2,93,101.06,,5,26,86,2064,Residential_10,south,special,0
2065,2065,2065,2018/1/26,1,0.34,Friday,0,,,2.6,94,101.13,Mainly Clear,5,26,86,2065,Residential_10,south,special,0
2066,2066,2066,2018/1/26,2,0.24,Friday,0,,,2.3,95,101.18,,5,26,86,2066,Residential_10,south,special,0
2067,2067,2067,2018/1/26,3,0.24,Friday,0,,,3.5,89,101.27,,5,26,86,2067,Residential_10,south,special,0
2068,2068,2068,2018/1/26,4,0.22,Friday,0,,,3.4,89,101.33,Cloudy,5,26,86,2068,Residential_10,south,special,0
2069,2069,2069,2018/1/26,5,0.23,Friday,0,,,4.6,80,101.39,,5,26,86,2069,Residential_10,south,special,0
2070,2070,2070,2018/1/26,6,0.22,Friday,0,,,4.7,78,101.46,Rain,5,26,86,2070,Residential_10,south,special,0
2071,2071,2071,2018/1/26,7,1.04,Friday,0,,,4.2,83,101.48,Cloudy,5,26,86,2071,Residential_10,south,special,0
2072,2072,2072,2018/1/26,8,0.24,Friday,0,,,4.0,90,101.52,,5,26,86,2072,Residential_10,south,special,0
2073,2073,2073,2018/1/26,9,0.2,Friday,0,,,4.6,91,101.59,Rain Showers,5,26,86,2073,Residential_10,south,special,0
2074,2074,2074,2018/1/26,10,0.21,Friday,0,,,4.7,91,101.67,Rain,5,26,86,2074,Residential_10,south,special,0
2075,2075,2075,2018/1/26,11,0.2,Friday,0,,,5.0,90,101.74,,5,26,86,2075,Residential_10,south,special,0
2076,2076,2076,2018/1/26,12,0.38,Friday,0,,,5.5,83,101.79,,5,26,86,2076,Residential_10,south,special,0
2077,2077,2077,2018/1/26,13,0.98,Friday,0,,,5.8,77,101.82,Mostly Cloudy,5,26,86,2077,Residential_10,south,special,0
2078,2078,2078,2018/1/26,14,0.8,Friday,0,,,6.3,74,101.88,,5,26,86,2078,Residential_10,south,special,0
2079,2079,2079,2018/1/26,15,0.52,Friday,0,,,6.0,73,101.92,,5,26,86,2079,Residential_10,south,special,0
2080,2080,2080,2018/1/26,16,0.63,Friday,0,,,5.8,71,101.95,Cloudy,5,26,86,2080,Residential_10,south,special,0
2081,2081,2081,2018/1/26,17,2.29,Friday,0,,,4.2,78,101.93,,5,26,86,2081,Residential_10,south,special,0
2082,2082,2082,2018/1/26,18,3.2,Friday,0,,,5.1,86,101.91,,5,26,86,2082,Residential_10,south,special,0
2083,2083,2083,2018/1/26,19,1.28,Friday,0,,,4.9,87,101.91,Cloudy,5,26,86,2083,Residential_10,south,special,0
2084,2084,2084,2018/1/26,20,0.71,Friday,0,,,4.4,89,101.89,Rain,5,26,86,2084,Residential_10,south,special,0
2085,2085,2085,2018/1/26,21,0.59,Friday,0,,,4.4,86,101.83,Rain,5,26,86,2085,Residential_10,south,special,0
2086,2086,2086,2018/1/26,22,0.36,Friday,0,,,3.9,90,101.75,Rain,5,26,86,2086,Residential_10,south,special,0
2087,2087,2087,2018/1/26,23,0.36,Friday,0,,,3.5,90,101.68,Rain,5,26,86,2087,Residential_10,south,special,0
2088,2088,2088,2018/1/27,0,0.29,Saturday,1,,,3.5,89,101.54,Rain,6,27,87,2088,Residential_10,south,special,0
2089,2089,2089,2018/1/27,1,0.23,Saturday,1,,,3.8,86,101.34,Rain,6,27,87,2089,Residential_10,south,special,0
2090,2090,2090,2018/1/27,2,0.24,Saturday,1,,,3.8,87,101.13,Rain,6,27,87,2090,Residential_10,south,special,0
2091,2091,2091,2018/1/27,3,0.23,Saturday,1,,,3.2,93,100.96,Rain,6,27,87,2091,Residential_10,south,special,0
2092,2092,2092,2018/1/27,4,0.24,Saturday,1,,,3.2,92,100.79,Rain,6,27,87,2092,Residential_10,south,special,0
2093,2093,2093,2018/1/27,5,0.23,Saturday,1,,,3.3,92,100.71,Rain,6,27,87,2093,Residential_10,south,special,0
2094,2094,2094,2018/1/27,6,0.24,Saturday,1,,,4.1,92,100.63,Rain,6,27,87,2094,Residential_10,south,special,0
2095,2095,2095,2018/1/27,7,0.56,Saturday,1,,,4.4,90,100.66,Rain,6,27,87,2095,Residential_10,south,special,0
2096,2096,2096,2018/1/27,8,0.24,Saturday,1,,,4.3,94,100.68,Rain,6,27,87,2096,Residential_10,south,special,0
2097,2097,2097,2018/1/27,9,0.35,Saturday,1,,,3.9,94,100.81,Rain,6,27,87,2097,Residential_10,south,special,0
2098,2098,2098,2018/1/27,10,1.15,Saturday,1,,,4.7,96,100.91,Drizzle,6,27,87,2098,Residential_10,south,special,0
2099,2099,2099,2018/1/27,11,2.98,Saturday,1,,,5.1,95,101.06,Rain,6,27,87,2099,Residential_10,south,special,0
2100,2100,2100,2018/1/27,12,2.33,Saturday,1,,,4.1,97,101.25,Moderate Rain,6,27,87,2100,Residential_10,south,special,0
2101,2101,2101,2018/1/27,13,3.21,Saturday,1,,,4.6,93,101.44,Rain,6,27,87,2101,Residential_10,south,special,0
2102,2102,2102,2018/1/27,14,0.97,Saturday,1,,,5.1,89,101.67,,6,27,87,2102,Residential_10,south,special,0
2103,2103,2103,2018/1/27,15,0.67,Saturday,1,,,5.5,89,101.89,,6,27,87,2103,Residential_10,south,special,0
2104,2104,2104,2018/1/27,16,0.53,Saturday,1,,,5.1,87,102.07,Mostly Cloudy,6,27,87,2104,Residential_10,south,special,0
2105,2105,2105,2018/1/27,17,1.14,Saturday,1,,,5.0,87,102.26,,6,27,87,2105,Residential_10,south,special,0
2106,2106,2106,2018/1/27,18,1.75,Saturday,1,,,4.7,91,102.4,,6,27,87,2106,Residential_10,south,special,0
2107,2107,2107,2018/1/27,19,5.13,Saturday,1,,,4.7,89,102.5,Mostly Cloudy,6,27,87,2107,Residential_10,south,special,0
2108,2108,2108,2018/1/27,20,1.07,Saturday,1,,,4.2,94,102.64,,6,27,87,2108,Residential_10,south,special,0
2109,2109,2109,2018/1/27,21,1.18,Saturday,1,,,4.3,92,102.71,,6,27,87,2109,Residential_10,south,special,0
2110,2110,2110,2018/1/27,22,0.59,Saturday,1,,,4.3,91,102.78,Mostly Cloudy,6,27,87,2110,Residential_10,south,special,0
2111,2111,2111,2018/1/27,23,0.37,Saturday,1,,,4.6,93,102.83,,6,27,87,2111,Residential_10,south,special,0
2112,2112,2112,2018/1/28,0,0.3,Sunday,1,,,5.1,87,102.81,,0,28,88,2112,Residential_10,south,special,0
2113,2113,2113,2018/1/28,1,0.25,Sunday,1,,,4.9,88,102.75,Cloudy,0,28,88,2113,Residential_10,south,special,0
2114,2114,2114,2018/1/28,2,0.24,Sunday,1,,,4.5,93,102.75,Rain,0,28,88,2114,Residential_10,south,special,0
2115,2115,2115,2018/1/28,3,0.23,Sunday,1,,,5.0,90,102.71,Rain,0,28,88,2115,Residential_10,south,special,0
2116,2116,2116,2018/1/28,4,0.23,Sunday,1,,,4.6,95,102.69,Rain,0,28,88,2116,Residential_10,south,special,0
2117,2117,2117,2018/1/28,5,0.25,Sunday,1,,,4.5,97,102.65,Rain,0,28,88,2117,Residential_10,south,special,0
2118,2118,2118,2018/1/28,6,0.23,Sunday,1,,,4.6,96,102.61,Rain,0,28,88,2118,Residential_10,south,special,0
2119,2119,2119,2018/1/28,7,0.35,Sunday,1,,,4.7,94,102.57,Rain,0,28,88,2119,Residential_10,south,special,0
2120,2120,2120,2018/1/28,8,0.43,Sunday,1,,,5.0,93,102.54,Rain,0,28,88,2120,Residential_10,south,special,0
2121,2121,2121,2018/1/28,9,1.1,Sunday,1,,,4.9,96,102.54,Rain,0,28,88,2121,Residential_10,south,special,0
2122,2122,2122,2018/1/28,10,1.49,Sunday,1,,,5.1,96,102.53,Rain,0,28,88,2122,Residential_10,south,special,0
2123,2123,2123,2018/1/28,11,0.65,Sunday,1,,,5.7,95,102.52,Rain,0,28,88,2123,Residential_10,south,special,0
2124,2124,2124,2018/1/28,12,3.16,Sunday,1,,,5.7,97,102.44,Rain,0,28,88,2124,Residential_10,south,special,0
2125,2125,2125,2018/1/28,13,2.31,Sunday,1,,,6.7,97,102.37,Rain,0,28,88,2125,Residential_10,south,special,0
2126,2126,2126,2018/1/28,14,0.88,Sunday,1,,,7.8,96,102.35,Rain,0,28,88,2126,Residential_10,south,special,0
2127,2127,2127,2018/1/28,15,0.8,Sunday,1,,,8.2,95,102.34,Rain,0,28,88,2127,Residential_10,south,special,0
2128,2128,2128,2018/1/28,16,0.69,Sunday,1,,,8.1,95,102.27,Rain,0,28,88,2128,Residential_10,south,special,0
2129,2129,2129,2018/1/28,17,0.24,Sunday,1,,,8.4,96,102.28,Rain,0,28,88,2129,Residential_10,south,special,0
2130,2130,2130,2018/1/28,18,0.9,Sunday,1,,,8.6,96,102.23,Rain,0,28,88,2130,Residential_10,south,special,0
2131,2131,2131,2018/1/28,19,1.13,Sunday,1,,,8.6,95,102.21,Rain,0,28,88,2131,Residential_10,south,special,0
2132,2132,2132,2018/1/28,20,1.79,Sunday,1,,,8.6,96,102.22,Rain,0,28,88,2132,Residential_10,south,special,0
2133,2133,2133,2018/1/28,21,1.47,Sunday,1,,,9.0,94,102.18,Rain,0,28,88,2133,Residential_10,south,special,0
2134,2134,2134,2018/1/28,22,0.97,Sunday,1,,,9.0,93,102.13,Rain,0,28,88,2134,Residential_10,south,special,0
2135,2135,2135,2018/1/28,23,0.32,Sunday,1,,,9.2,93,102.16,Rain,0,28,88,2135,Residential_10,south,special,0
2136,2136,2136,2018/1/29,0,0.3,Monday,0,,,9.3,93,102.07,Rain,1,29,89,2136,Residential_10,south,special,0
2137,2137,2137,2018/1/29,1,0.31,Monday,0,,,9.3,93,101.92,Rain,1,29,89,2137,Residential_10,south,special,0
2138,2138,2138,2018/1/29,2,0.24,Monday,0,,,9.3,93,101.95,Rain,1,29,89,2138,Residential_10,south,special,0
2139,2139,2139,2018/1/29,3,0.24,Monday,0,,,9.2,96,101.87,Moderate Rain,1,29,89,2139,Residential_10,south,special,0
2140,2140,2140,2018/1/29,4,0.23,Monday,0,,,9.4,96,101.75,Rain,1,29,89,2140,Residential_10,south,special,0
2141,2141,2141,2018/1/29,5,0.24,Monday,0,,,9.1,98,101.62,Moderate Rain,1,29,89,2141,Residential_10,south,special,0
2142,2142,2142,2018/1/29,6,0.23,Monday,0,,,9.2,97,101.55,Moderate Rain,1,29,89,2142,Residential_10,south,special,0
2143,2143,2143,2018/1/29,7,0.44,Monday,0,,,8.9,97,101.49,Moderate Rain,1,29,89,2143,Residential_10,south,special,0
2144,2144,2144,2018/1/29,8,0.25,Monday,0,,,9.1,96,101.42,Moderate Rain,1,29,89,2144,Residential_10,south,special,0
2145,2145,2145,2018/1/29,9,0.24,Monday,0,,,9.4,96,101.3,Moderate Rain,1,29,89,2145,Residential_10,south,special,0
2146,2146,2146,2018/1/29,10,0.23,Monday,0,,,9.8,95,101.25,Rain,1,29,89,2146,Residential_10,south,special,0
2147,2147,2147,2018/1/29,11,0.28,Monday,0,,,9.7,96,101.17,,1,29,89,2147,Residential_10,south,special,0
2148,2148,2148,2018/1/29,12,0.35,Monday,0,,,9.8,96,100.94,Rain,1,29,89,2148,Residential_10,south,special,0
2149,2149,2149,2018/1/29,13,0.36,Monday,0,,,9.7,94,100.92,Rain,1,29,89,2149,Residential_10,south,special,0
2150,2150,2150,2018/1/29,14,0.65,Monday,0,,,9.8,94,100.75,,1,29,89,2150,Residential_10,south,special,0
2151,2151,2151,2018/1/29,15,0.73,Monday,0,,,9.8,95,100.73,Rain,1,29,89,2151,Residential_10,south,special,0
2152,2152,2152,2018/1/29,16,0.75,Monday,0,,,9.0,93,100.66,Rain,1,29,89,2152,Residential_10,south,special,0
2153,2153,2153,2018/1/29,17,0.63,Monday,0,,,8.3,83,100.75,,1,29,89,2153,Residential_10,south,special,0
2154,2154,2154,2018/1/29,18,0.62,Monday,0,,,8.3,68,100.85,,1,29,89,2154,Residential_10,south,special,0
